Rank,Candidate,Similarity_Score,File,Job_Description,Skills,Skill_Count
22,Salman Qureshi Mern Developer 8,4.225323754459587,Salman_Qureshi_MERN_Developer_8.pdf,Backend Developer Jd,"java, javascript, react, node, machine learning",11
23,Kashif Siddiqui Frontend Developer 3,4.183805008394157,Kashif_Siddiqui_Frontend_Developer_3.pdf,Backend Developer Jd,"java, javascript, react, machine learning, git",9
24,Hira Raza Uiux Designer 3,4.135972783903388,Hira_Raza_UIUX_Designer_3.pdf,Backend Developer Jd,machine learning,1
25,Anum Awan Frontend Developer 4,4.051713631030342,Anum_Awan_Frontend_Developer_4.pdf,Backend Developer Jd,"java, javascript, react, css, typescript",6
26,Farah Siddiqui Frontend Developer 6,4.021572069125753,Farah_Siddiqui_Frontend_Developer_6.pdf,Backend Developer Jd,"java, javascript, react, machine learning, git",8
27,Waqas Abbasi Uiux Designer 8,3.9103008443806138,Waqas_Abbasi_UIUX_Designer_8.pdf,Backend Developer Jd,machine learning,1
28,Kashif Raza Uiux Designer 4,3.695705863059076,Kashif_Raza_UIUX_Designer_4.pdf,Backend Developer Jd,aws,1
29,Waqas Butt Mern Developer 5,3.495089863622959,Waqas_Butt_MERN_Developer_5.pdf,Backend Developer Jd,"java, javascript, react, mongodb, html",8
30,Fatima Siddiqui Uiux Designer 2,3.401921357889322,Fatima_Siddiqui_UIUX_Designer_2.pdf,Backend Developer Jd,,0
31,Faisal Hussain Data Scientist 3,2.33423511530894,Faisal_Hussain_Data_Scientist_3.pdf,Backend Developer Jd,"python, tensorflow, machine learning, nlp, sql",5
32,Faisal Javed Uiux Designer 1,2.152076809855838,Faisal_Javed_UIUX_Designer_1.pdf,Backend Developer Jd,,0
33,Tariq Qureshi Data Scientist 8,2.1463495451752626,Tariq_Qureshi_Data_Scientist_8.pdf,Backend Developer Jd,"machine learning, deep learning, nlp, sql, go",5
34,Kashif Iqbal Data Scientist 7,2.1129492589228573,Kashif_Iqbal_Data_Scientist_7.pdf,Backend Developer Jd,"python, tensorflow, machine learning, nlp, sql",5
35,Junaid Awan Data Scientist 2,1.8565653295267703,Junaid_Awan_Data_Scientist_2.pdf,Backend Developer Jd,"python, machine learning, deep learning, data science, aws",5
36,Komal Raza Uiux Designer 6,1.7625546161408334,Komal_Raza_UIUX_Designer_6.pdf,Backend Developer Jd,,0
37,Waqas Malik Data Scientist 4,1.662728164312912,Waqas_Malik_Data_Scientist_4.pdf,Backend Developer Jd,"python, tensorflow, nlp, data science, aws",5
38,Adeel Malik Data Scientist 6,1.3396195829309583,Adeel_Malik_Data_Scientist_6.pdf,Backend Developer Jd,"python, tensorflow, machine learning, deep learning, nlp",6
39,Iqra Chaudhry Data Scientist 1,1.1420447906635263,Iqra_Chaudhry_Data_Scientist_1.pdf,Backend Developer Jd,"tensorflow, machine learning, deep learning, data science",4
40,Usman Hussain Data Scientist 5,1.0765062588079366,Usman_Hussain_Data_Scientist_5.pdf,Backend Developer Jd,"machine learning, deep learning, data science",3
